,Name,Course Name,Position,Strokes Under,Total Strokes,First Round,Second Round,Third Round,Fourth Round,Fourth Round Tee Time,Amateur Status,Tournament Status,ID
544,Sepp Straka,Augusta National Golf Club,T16,+2,290,73,71,74,72,12:55pm,False,complete,49960
545,Chris Kirk,Augusta National Golf Club,T16,+2,290,74,75,68,73,1:15pm,False,complete,30926
546,Byeong Hun An,Augusta National Golf Club,T16,+2,290,70,73,72,75,1:55pm,False,complete,33948
547,Nicolai Højgaard,Augusta National Golf Club,T16,+2,290,67,73,74,76,2:05pm,False,complete,52453
548,Taylor Moore,Augusta National Golf Club,T20,+3,291,71,75,75,70,11:25am,False,complete,49947
549,Lucas Glover,Augusta National Golf Club,T20,+3,291,71,73,72,75,1:25pm,False,complete,25900
550,Keegan Bradley,Augusta National Golf Club,T22,+4,292,78,71,74,69,10:35am,False,complete,33141
551,Min Woo Lee,Augusta National Golf Club,T22,+4,292,74,74,75,69,10:35am,False,complete,37378
552,Harris English,Augusta National Golf Club,T22,+4,292,72,74,75,71,11:35am,False,complete,34099
553,Adam Scott,Augusta National Golf Club,T22,+4,292,76,74,70,72,12:25pm,False,complete,24502
554,Rory McIlroy,Augusta National Golf Club,T22,+4,292,71,77,71,73,12:45pm,False,complete,28237
555,Joaquín Niemann,Augusta National Golf Club,T22,+4,292,70,78,71,73,12:45pm,False,complete,45486
556,Matt Fitzpatrick,Augusta National Golf Club,T22,+4,292,71,73,73,75,1:05pm,False,complete,40098
557,Patrick Cantlay,Augusta National Golf Club,T22,+4,292,71,75,70,76,1:25pm,False,complete,35450
558,Tom Kim,Augusta National Golf Club,T30,+5,293,72,78,77,66,9:45am,False,complete,55182
559,Jason Day,Augusta National Golf Club,T30,+5,293,75,73,76,69,10:25am,False,complete,28089
560,Si Woo Kim,Augusta National Golf Club,T30,+5,293,74,76,73,70,10:45am,False,complete,37455
561,J. T. Poston,Augusta National Golf Club,T30,+5,293,75,74,74,70,10:45am,False,complete,49771
562,Rickie Fowler,Augusta National Golf Club,T30,+5,293,76,74,71,72,12:05pm,False,complete,32102
563,Kurt Kitayama,Augusta National Golf Club,T35,+6,294,71,73,82,68,9:55am,False,complete,48117
564,Camilo Villegas,Augusta National Golf Club,T35,+6,294,74,75,76,69,10:15am,False,complete,27770
565,Akshay Bhatia,Augusta National Golf Club,T35,+6,294,72,75,74,73,11:35am,False,complete,56630
566,Russell Henley,Augusta National Golf Club,T38,+7,295,73,77,74,71,10:25am,False,complete,34098
567,Corey Conners,Augusta National Golf Club,T38,+7,295,70,76,76,73,11:05am,False,complete,39997
568,Hideki Matsuyama,Augusta National Golf Club,T38,+7,295,76,74,71,74,11:55am,False,complete,32839
569,Luke List,Augusta National Golf Club,T38,+7,295,75,75,71,74,11:55am,False,complete,27129
570,Ryan Fox,Augusta National Golf Club,T38,+7,295,69,74,77,75,12:05pm,False,complete,29936
571,Phil Mickelson,Augusta National Golf Club,T43,+8,296,73,75,74,74,11:15am,False,complete,01810
572,Shane Lowry,Augusta National Golf Club,T43,+8,296,73,74,75,74,11:15am,False,complete,33204
573,Denny McCarthy,Augusta National Golf Club,T45,+9,297,74,74,79,70,9:45am,False,complete,47993
574,José María Olazábal,Augusta National Golf Club,T45,+9,297,77,73,75,72,10:15am,False,complete,06373
575,Brooks Koepka,Augusta National Golf Club,T45,+9,297,73,73,76,75,11:05am,False,complete,36689
576,Sahith Theegala,Augusta National Golf Club,T45,+9,297,74,74,74,75,11:25am,False,complete,51634
577,Jon Rahm,Augusta National Golf Club,T45,+9,297,73,76,72,76,11:45am,False,complete,46970
578,Danny Willett,Augusta National Golf Club,T45,+9,297,68,75,76,78,12:25pm,False,complete,32139
579,Grayson Murray,Augusta National Golf Club,51,+10,298,76,74,78,70,9:25am,False,complete,34213
580,Eric Cole,Augusta National Golf Club,52,+11,299,73,72,81,73,10:05am,False,complete,47591
581,Adam Hadwin,Augusta National Golf Club,T53,+12,300,75,73,82,70,9:15am,False,complete,33399
582,Neal Shipley,Augusta National Golf Club,T53,+12,300,71,76,80,73,9:35am,True,complete,63807
583,Jake Knapp,Augusta National Golf Club,T55,+13,301,74,76,78,73,9:25am,False,complete,47420
584,Erik van Rooyen,Augusta National Golf Club,T55,+13,301,71,76,78,76,10:05am,False,complete,40006
585,Tony Finau,Augusta National Golf Club,T55,+13,301,71,78,72,80,11:45am,False,complete,29725
586,Vijay Singh,Augusta National Golf Club,T58,+14,302,75,73,82,72,9:15am,False,complete,06567
587,Thorbjørn Olesen,Augusta National Golf Club,T58,+14,302,71,79,77,75,9:55am,False,complete,33968
588,Tiger Woods,Augusta National Golf Club,60,+16,304,73,72,82,77,9:35am,False,complete,08793
589,Lee Hodges,Augusta National Golf Club,-,+7,151,74,77,,,,False,cut,54628
590,Mike Weir,Augusta National Golf Club,-,+7,151,74,77,,,,False,cut,10423
591,Justin Rose,Augusta National Golf Club,-,+7,151,73,78,,,,False,cut,22405
592,Sungjae Im,Augusta National Golf Club,-,+7,151,77,74,,,,False,cut,39971
593,Austin Eckroat,Augusta National Golf Club,-,+7,151,74,77,,,,False,cut,57362
594,Zach Johnson,Augusta National Golf Club,-,+7,151,76,75,,,,False,cut,24024
595,Sergio Garcia,Augusta National Golf Club,-,+7,151,72,79,,,,False,cut,21209
596,Justin Thomas,Augusta National Golf Club,-,+7,151,72,79,,,,False,cut,33448
597,Nick Dunlap,Augusta National Golf Club,-,+7,151,77,74,,,,False,cut,59866
598,Wyndham Clark,Augusta National Golf Club,-,+7,151,73,78,,,,False,cut,51766
599,Stewart Hagestad,Augusta National Golf Club,-,+8,152,74,78,,,,True,cut,51586
600,Christo Lamprecht,Augusta National Golf Club,-,+8,152,74,78,,,,True,cut,54422
601,Viktor Hovland,Augusta National Golf Club,-,+8,152,71,81,,,,False,cut,46717
602,Sam Burns,Augusta National Golf Club,-,+9,153,80,73,,,,False,cut,47504
603,Brian Harman,Augusta National Golf Club,-,+9,153,81,72,,,,False,cut,27644
604,Jordan Spieth,Augusta National Golf Club,-,+9,153,79,74,,,,False,cut,34046
605,Peter Malnati,Augusta National Golf Club,-,+10,154,82,72,,,,False,cut,34466
606,Bubba Watson,Augusta National Golf Club,-,+10,154,74,80,,,,False,cut,25804
607,Santiago de la Fuente,Augusta National Golf Club,-,+10,154,76,78,,,,True,cut,61520
608,Stephan Jaeger,Augusta National Golf Club,-,+10,154,74,80,,,,False,cut,36799
609,Charl Schwartzel,Augusta National Golf Club,-,+11,155,74,81,,,,False,cut,26331
610,Ryo Hisatsune,Augusta National Golf Club,-,+12,156,78,78,,,,False,cut,51287
611,Fred Couples,Augusta National Golf Club,-,+12,156,80,76,,,,False,cut,01226
612,Jasper Stubbs,Augusta National Golf Club,-,+12,156,80,76,,,,True,cut,56513
613,Dustin Johnson,Augusta National Golf Club,-,+13,157,78,79,,,,False,cut,30925
614,Gary Woodland,Augusta National Golf Club,-,+13,157,76,81,,,,False,cut,31323
615,Adrian Meronk,Augusta National Golf Club,-,+14,158,78,80,,,,False,cut,33674
616,Nick Taylor,Augusta National Golf Club,-,+14,158,77,81,,,,False,cut,25493
617,Emiliano Grillo,Augusta National Golf Club,-,+15,159,76,83,,,,False,cut,31646
